MonthStart,SalespersonID,SalesTarget
2024-08-01,S017,140870.42
2024-08-01,S018,118473.29
2024-08-01,S019,113468.91
2024-08-01,S020,150275.34
2024-08-01,S021,118276.55
2024-08-01,S022,113905.31
2024-08-01,S023,101779.05
2024-08-01,S024,148095.07
2024-08-01,S025,131150.21
2024-08-01,S026,173611.65
2024-08-01,S027,174216.09
2024-08-01,S028,90838.39
2024-08-01,S029,145904.33
2024-08-01,S030,140669.43
2024-09-01,S001,98998.31
2024-09-01,S002,138387.1
2024-09-01,S003,135529.62
2024-09-01,S004,101921.09
2024-09-01,S005,121410.8
2024-09-01,S006,96191.22
2024-09-01,S007,111985.6
2024-09-01,S008,115648.87
2024-09-01,S009,129436.61
2024-09-01,S010,138889.62
2024-09-01,S011,117226.54
2024-09-01,S012,178546.8
2024-09-01,S013,162638.99
2024-09-01,S014,137604.66
2024-09-01,S015,150107.69
2024-09-01,S016,139914.21
2024-09-01,S017,173858.04
2024-09-01,S018,99322.79
2024-09-01,S019,169031.43
2024-09-01,S020,113801.93
2024-09-01,S021,170074.14
2024-09-01,S022,156817.5
2024-09-01,S023,103990.31
2024-09-01,S024,115358.06
2024-09-01,S025,108956.67
2024-09-01,S026,120859.23
2024-09-01,S027,151874.74
2024-09-01,S028,166762.15
2024-09-01,S029,135486.82
2024-09-01,S030,112600.91
2024-10-01,S001,171734.31
2024-10-01,S002,94571.9
2024-10-01,S003,147085.6
2024-10-01,S004,164641.33
2024-10-01,S005,93967.81
2024-10-01,S006,120020.09
2024-10-01,S007,101773.77
2024-10-01,S008,178181.82
2024-10-01,S009,104542.38
2024-10-01,S010,129765.2
2024-10-01,S011,153510.07
2024-10-01,S012,140481.62
2024-10-01,S013,100068.65
2024-10-01,S014,175054.58
2024-10-01,S015,152191.77
2024-10-01,S016,103414.89
2024-10-01,S017,93242.53
2024-10-01,S018,123229.44
2024-10-01,S019,139727.26
2024-10-01,S020,128680.8
2024-10-01,S021,93764.6
2024-10-01,S022,122818.64
2024-10-01,S023,173977.92
2024-10-01,S024,177497.66
2024-10-01,S025,93590.54
2024-10-01,S026,122202.83
2024-10-01,S027,151386.0
2024-10-01,S028,150024.01
2024-10-01,S029,121831.08
2024-10-01,S030,140389.52
2024-11-01,S001,168724.15
2024-11-01,S002,177645.33
2024-11-01,S003,157452.99
2024-11-01,S004,173318.74
2024-11-01,S005,111306.36
2024-11-01,S006,104625.16
2024-11-01,S007,161989.83
2024-11-01,S008,105934.71
2024-11-01,S009,127106.5
2024-11-01,S010,106142.46
2024-11-01,S011,173203.86
2024-11-01,S012,160414.78
2024-11-01,S013,127054.18
2024-11-01,S014,150291.64
2024-11-01,S015,156155.18
2024-11-01,S016,112335.05
2024-11-01,S017,104327.81
2024-11-01,S018,153115.04
2024-11-01,S019,124428.76
2024-11-01,S020,93485.21
2024-11-01,S021,132362.1
2024-11-01,S022,107961.55
2024-11-01,S023,172660.67
2024-11-01,S024,121469.26
2024-11-01,S025,163848.27
2024-11-01,S026,168419.07
2024-11-01,S027,110063.12
2024-11-01,S028,149402.99
2024-11-01,S029,125861.94
2024-11-01,S030,115074.28
2024-12-01,S001,96247.87
2024-12-01,S002,159599.4
2024-12-01,S003,121603.15
2024-12-01,S004,135846.51
2024-12-01,S005,151156.63
2024-12-01,S006,165929.5
2024-12-01,S007,119803.49
2024-12-01,S008,92484.05
2024-12-01,S009,168933.46
2024-12-01,S010,113509.37
2024-12-01,S011,142253.08
2024-12-01,S012,178519.55
2024-12-01,S013,93443.15
2024-12-01,S014,143691.41
2024-12-01,S015,121111.84
2024-12-01,S016,160778.54
2024-12-01,S017,129275.45
2024-12-01,S018,178581.23
2024-12-01,S019,100408.12
2024-12-01,S020,170955.43
2024-12-01,S021,107107.09
2024-12-01,S022,93994.79
2024-12-01,S023,129245.18
2024-12-01,S024,136792.83
2024-12-01,S025,162585.98
2024-12-01,S026,151817.14
2024-12-01,S027,174623.68
2024-12-01,S028,156333.39
2024-12-01,S029,107733.16
2024-12-01,S030,128816.77
2025-01-01,S001,175398.7
2025-01-01,S002,172869.38
2025-01-01,S003,146083.99
2025-01-01,S004,149704.87
2025-01-01,S005,101216.28
2025-01-01,S006,171004.22
2025-01-01,S007,135641.03
2025-01-01,S008,150020.36
2025-01-01,S009,119356.46
2025-01-01,S010,152748.76
2025-01-01,S011,139897.12
2025-01-01,S012,107265.61
2025-01-01,S013,149843.65
2025-01-01,S014,124123.07
2025-01-01,S015,157332.11
2025-01-01,S016,105662.46
2025-01-01,S017,141219.47
2025-01-01,S018,126546.77
2025-01-01,S019,165035.27
2025-01-01,S020,117348.75
2025-01-01,S021,108916.44
2025-01-01,S022,160718.29
2025-01-01,S023,144599.54
2025-01-01,S024,119002.43
2025-01-01,S025,129760.74
2025-01-01,S026,150806.45
2025-01-01,S027,136005.66
2025-01-01,S028,161436.19
2025-01-01,S029,176384.88
2025-01-01,S030,156236.53
2025-02-01,S001,149296.57
2025-02-01,S002,115540.78
2025-02-01,S003,149746.85
2025-02-01,S004,145733.47
2025-02-01,S005,98404.85
2025-02-01,S006,175679.97
2025-02-01,S007,111138.17
2025-02-01,S008,117937.75
2025-02-01,S009,162590.66
2025-02-01,S010,103261.86
2025-02-01,S011,94159.23
2025-02-01,S012,178554.24
2025-02-01,S013,145014.66
2025-02-01,S014,159164.04
2025-02-01,S015,130987.46
2025-02-01,S016,169752.32
2025-02-01,S017,141810.38
2025-02-01,S018,154651.13
2025-02-01,S019,124558.06
2025-02-01,S020,125968.76
2025-02-01,S021,103281.42
2025-02-01,S022,151886.02
2025-02-01,S023,170339.38
2025-02-01,S024,167439.65
2025-02-01,S025,169691.87
2025-02-01,S026,160057.84
2025-02-01,S027,109695.7
2025-02-01,S028,162369.89
2025-02-01,S029,152632.06
2025-02-01,S030,131809.49
2025-03-01,S001,140166.52
2025-03-01,S002,172572.3
2025-03-01,S003,100922.27
2025-03-01,S004,102000.52
2025-03-01,S005,131817.89
2025-03-01,S006,137801.87
2025-03-01,S007,140303.28
2025-03-01,S008,118556.82
2025-03-01,S009,157972.5
2025-03-01,S010,129831.61
2025-03-01,S011,163350.59
2025-03-01,S012,170281.83
2025-03-01,S013,128406.67
2025-03-01,S014,171616.93
2025-03-01,S015,130132.23
2025-03-01,S016,104324.21
2025-03-01,S017,167534.54
2025-03-01,S018,130506.28
2025-03-01,S019,157659.91
2025-03-01,S020,165587.66
2025-03-01,S021,114958.02
2025-03-01,S022,159990.74
2025-03-01,S023,133613.73
2025-03-01,S024,111532.13
2025-03-01,S025,129588.53
2025-03-01,S026,154219.04
2025-03-01,S027,111104.42
2025-03-01,S028,120226.28
2025-03-01,S029,170372.41
2025-03-01,S030,97251.99
2025-04-01,S001,103574.76
2025-04-01,S002,124473.18
2025-04-01,S003,103752.47
2025-04-01,S004,109255.76
2025-04-01,S005,127338.11
2025-04-01,S006,119779.33
2025-04-01,S007,131933.19
2025-04-01,S008,95603.91
2025-04-01,S009,164960.21
2025-04-01,S010,125052.91
2025-04-01,S011,159281.62
2025-04-01,S012,175145.58
2025-04-01,S013,91757.88
2025-04-01,S014,169259.1
2025-04-01,S015,141812.13
2025-04-01,S016,132928.18
2025-04-01,S017,174846.75
2025-04-01,S018,116875.14
2025-04-01,S019,125098.8
2025-04-01,S020,170247.74
2025-04-01,S021,165215.58
2025-04-01,S022,138439.85
2025-04-01,S023,156117.07
2025-04-01,S024,161988.14
2025-04-01,S025,170803.02
2025-04-01,S026,133940.65
2025-04-01,S027,114564.18
2025-04-01,S028,133707.78
2025-04-01,S029,124997.15
2025-04-01,S030,150198.63
2025-05-01,S001,161832.81
2025-05-01,S002,155176.32
2025-05-01,S003,165645.51
2025-05-01,S004,172758.75
2025-05-01,S005,178264.98
2025-05-01,S006,138071.13
2025-05-01,S007,171623.6
2025-05-01,S008,143270.35
2025-05-01,S009,149669.98
2025-05-01,S010,97555.27
2025-05-01,S011,128575.15
2025-05-01,S012,168016.62
2025-05-01,S013,106355.61
2025-05-01,S014,113414.07
2025-05-01,S015,119461.74
2025-05-01,S016,130922.94
2025-05-01,S017,120375.05
2025-05-01,S018,169167.6
2025-05-01,S019,115043.1
2025-05-01,S020,175608.37
2025-05-01,S021,127940.83
2025-05-01,S022,165141.98
2025-05-01,S023,132327.62
2025-05-01,S024,157412.18
2025-05-01,S025,94687.7
2025-05-01,S026,175672.77
2025-05-01,S027,110179.99
2025-05-01,S028,96175.65
2025-05-01,S029,176155.7
2025-05-01,S030,93623.23
2025-06-01,S001,92792.7
2025-06-01,S002,112255.5
2025-06-01,S003,165530.6
2025-06-01,S004,145920.21
2025-06-01,S005,111469.04
2025-06-01,S006,132620.5
2025-06-01,S007,100295.05
2025-06-01,S008,175298.13
2025-06-01,S009,131853.06
2025-06-01,S010,113061.93
2025-06-01,S011,123200.57
2025-06-01,S012,144530.34
2025-06-01,S013,176736.13
2025-06-01,S014,154652.15
2025-06-01,S015,160001.27
2025-06-01,S016,104738.92
2025-06-01,S017,117993.5
2025-06-01,S018,142081.63
2025-06-01,S019,173599.85
2025-06-01,S020,141821.71
2025-06-01,S021,171722.35
2025-06-01,S022,123777.63
2025-06-01,S023,174732.35
2025-06-01,S024,107849.68
2025-06-01,S025,143288.81
2025-06-01,S026,164751.45
2025-06-01,S027,111856.44
2025-06-01,S028,152747.37
2025-06-01,S029,117142.44
2025-06-01,S030,151583.31
2025-07-01,S001,162497.52
2025-07-01,S002,161660.45
2025-07-01,S003,140933.93
2025-07-01,S004,93696.22
2025-07-01,S005,137947.07
2025-07-01,S006,149536.92
2025-07-01,S007,96206.11
2025-07-01,S008,148278.89
2025-07-01,S009,91138.69
2025-07-01,S010,127805.29
2025-07-01,S011,134118.15
2025-07-01,S012,129017.11
2025-07-01,S013,122596.92
2025-07-01,S014,170241.75
2025-07-01,S015,131376.54
2025-07-01,S016,103769.2
2025-07-01,S017,105852.33
2025-07-01,S018,136957.21
2025-07-01,S019,148541.17
2025-07-01,S020,145432.11
2025-07-01,S021,172765.59
2025-07-01,S022,159717.73
2025-07-01,S023,131838.64
2025-07-01,S024,164316.11
2025-07-01,S025,143322.72
2025-07-01,S026,119007.41
2025-07-01,S027,112094.57
2025-07-01,S028,174115.97
2025-07-01,S029,115103.54
2025-07-01,S030,130572.18
2025-08-01,S001,157542.87
2025-08-01,S002,141286.47
2025-08-01,S003,150136.96
2025-08-01,S004,120275.7
2025-08-01,S005,134487.59
2025-08-01,S006,119251.28
2025-08-01,S007,133879.49
2025-08-01,S008,121934.25
2025-08-01,S009,113251.72
2025-08-01,S010,115169.26
2025-08-01,S011,143653.95
2025-08-01,S012,169209.66
2025-08-01,S013,140021.19
2025-08-01,S014,136496.45
2025-08-01,S015,107195.08
2025-08-01,S016,111722.04
2025-08-01,S017,126578.53
2025-08-01,S018,139965.86
2025-08-01,S019,111629.15
2025-08-01,S020,132848.38
2025-08-01,S021,154065.82
2025-08-01,S022,130335.71
2025-08-01,S023,91551.89
2025-08-01,S024,116481.2
2025-08-01,S025,126396.1
2025-08-01,S026,111897.46
2025-08-01,S027,149756.4
2025-08-01,S028,123211.84
2025-08-01,S029,139812.57
2025-08-01,S030,120938.17
2025-09-01,S001,179696.83
2025-09-01,S002,139534.96
2025-09-01,S003,121662.95
2025-09-01,S004,130837.07
2025-09-01,S005,117596.07
2025-09-01,S006,110748.42
2025-09-01,S007,154915.59
2025-09-01,S008,118399.31
2025-09-01,S009,156859.3
2025-09-01,S010,175578.98
2025-09-01,S011,152114.72
2025-09-01,S012,107238.69
2025-09-01,S013,156474.42
2025-09-01,S014,114884.97
2025-09-01,S015,143062.82
2025-09-01,S016,158418.71
2025-09-01,S017,143711.17
2025-09-01,S018,178245.96
2025-09-01,S019,164936.55
2025-09-01,S020,116662.18
2025-09-01,S021,122479.3
2025-09-01,S022,117204.08
2025-09-01,S023,153721.66
2025-09-01,S024,101392.47
2025-09-01,S025,94096.41
2025-09-01,S026,94907.34
2025-09-01,S027,116292.3
2025-09-01,S028,174968.07
2025-09-01,S029,147408.27
2025-09-01,S030,157751.3
2025-10-01,S001,99232.89
2025-10-01,S002,91103.89
2025-10-01,S003,115590.54
2025-10-01,S004,133084.28
2025-10-01,S005,120663.53
2025-10-01,S006,176894.79
2025-10-01,S007,112723.06
2025-10-01,S008,167555.07
2025-10-01,S009,100267.84
2025-10-01,S010,95880.91
2025-10-01,S011,134257.19
2025-10-01,S012,141931.9
2025-10-01,S013,151780.59
2025-10-01,S014,103655.43
2025-10-01,S015,163002.79
2025-10-01,S016,175421.31
2025-10-01,S017,97666.28
2025-10-01,S018,112337.19
2025-10-01,S019,140226.57
2025-10-01,S020,127455.66
2025-10-01,S021,143651.42
2025-10-01,S022,145657.65
2025-10-01,S023,159812.42
2025-10-01,S024,124234.02
2025-10-01,S025,171765.39
2025-10-01,S026,116761.78
2025-10-01,S027,142967.26
2025-10-01,S028,128594.69
2025-10-01,S029,141176.65
2025-10-01,S030,95420.73
2025-11-01,S001,176409.79
2025-11-01,S002,98931.02
2025-11-01,S003,158646.34
2025-11-01,S004,146296.35
2025-11-01,S005,113818.15
2025-11-01,S006,97306.87
2025-11-01,S007,111587.87
2025-11-01,S008,139679.3
2025-11-01,S009,104087.94
2025-11-01,S010,126766.58
2025-11-01,S011,152043.4
2025-11-01,S012,132292.12
2025-11-01,S013,92937.59
2025-11-01,S014,115929.44
2025-11-01,S015,115444.65
2025-11-01,S016,167364.61
2025-11-01,S017,96406.18
2025-11-01,S018,111008.14
2025-11-01,S019,113809.92
2025-11-01,S020,161212.3
2025-11-01,S021,143081.06
2025-11-01,S022,162351.51
2025-11-01,S023,107803.73
2025-11-01,S024,100329.87
2025-11-01,S025,110232.85
2025-11-01,S026,103409.05
2025-11-01,S027,113906.92
2025-11-01,S028,102801.27
2025-11-01,S029,95367.42
2025-11-01,S030,161336.57
2025-12-01,S001,143553.96
2025-12-01,S002,164181.63
2025-12-01,S003,172907.33
2025-12-01,S004,129523.81
2025-12-01,S005,132182.82
2025-12-01,S006,117368.21
2025-12-01,S007,126225.77
2025-12-01,S008,114502.16
2025-12-01,S009,138598.34
2025-12-01,S010,129398.3
2025-12-01,S011,143823.3
2025-12-01,S012,170048.06
2025-12-01,S013,156108.05
2025-12-01,S014,144334.23
2025-12-01,S015,92327.84
2025-12-01,S016,110603.2
2025-12-01,S017,150686.85
2025-12-01,S018,167446.52
2025-12-01,S019,142841.06
2025-12-01,S020,91867.09
2025-12-01,S021,158828.43
2025-12-01,S022,163927.91
2025-12-01,S023,141862.23
2025-12-01,S024,158679.81
2025-12-01,S025,105767.17
2025-12-01,S026,136706.75
2025-12-01,S027,129800.65
2025-12-01,S028,115034.09
2025-12-01,S029,179725.09
2025-12-01,S030,129229.65
